job_title,company_name,state,office_type,salary
Professional Services Integration Engineer,NICE,NJ,Hybrid,NA
Azure Cloud Engineer,Plante Moran,NA,NA,NA
"Summer 2025 Business Analyst, Full Stack Developer Internship",T-Mobile,NA,NA,40.0
Business Intelligence Engineer,Humana,NA,NA,65
"Systems Engineer, R&D",Roche,NA,NA,NA
QA Automation Engineer,Digital Turbine,NC,Hybrid,NA
Software Engineer,IntePros,VA,On-site,120.0
2025 Summer Intern: Software Engineer,Spectrum,NA,NA,NA
Application Developer - 5504846,Accenture,VA,On-site,89.62
Junior Quant Developer,Selby Jennings,NY,On-site,200
"Software Engineer, Internal Development Experience",Pegasystems,MA,Hybrid,NA
QA (Automation Engineer),Synechron,TX,On-site,190.0
Embedded Engineer,EnerSys,NA,On-site,72.3
Cloud Database Engineer,Wells Fargo,NA,NA,84
Quality Development Program,InterSystems,NA,NA,NA
"Security Software Engineer, Infrastructure",LevelTen Energy,WA,On-site,140
QA Engineer,INSPYR Solutions,CA,Hybrid,100.0
Software Engineer Intern (Data Platform - Big Data) - 2025 Summer/Fall (MS),TikTok,NA,NA,115.5
Operations Technology Web Developer,Times Microwave Systems,CT,On-site,NA
Integration and RPA Developer (Boomi/UiPath),Fulton Bank,NA,Remote,67.1
Ansible Developers,ConsultNet Technology Services and Solutions,NA,NA,110.0
"Embedded Software Intern - Rock Hill, SC",3D Systems Corporation,SC,On-site,NA
Sightline Software Engineer,The Johns Hopkins University,MD,Remote,73.3
Data Engineer,Golden State Foods,CA,Hybrid,120
"Research Scientist Intern, Computational Imaging (PhD)",Meta,NA,NA,NA
Salesforce Developer,Apex Systems,FL,On-site,NA
Software Engineer,Arrow Search Partners,NY,Hybrid,150
Software Engineer,Actalent,MO,Hybrid,64.0
Solutions Engineer - UI,SmartBear,MA,Hybrid,NA
Software Engineer Intern (Data Platform - Big Data) - 2025 Summer/Fall (MS),TikTok,NA,NA,120.0
Software Engineer,Actalent,PA,Hybrid,86.54000000000002
Junior Software Testing Engineer,EPAM Systems,GA,On-site,NA
"2025 Intern - Software Engineer (ES) - Charleston, SC",Textron,NA,NA,NA
Engineer - DBaaS,American Express,AZ,Hybrid,70
Application Engineer II,HCA Healthcare,TN,On-site,NA
MEAN Stack Developer,INSPYR Solutions,AZ,On-site,NA
SSIS Developer,All Lines Technology,PA,Hybrid,NA
Data Engineer,QinetiQ US,VA,On-site,NA
Summer 2025 Software Engineer - Digital Orders Platform Team Intern,T-Mobile,NA,NA,40.0
SQL Data Programmer,"Boston VA Research Institute, Inc. (BVARI)",MA,Hybrid,NA
Associate Business Intelligence Engineer,Berkshire Hathaway Specialty Insurance,MA,On-site,NA
Embedded Software/Firmware Engineer (Entry Level) - ICL - Open Rank (Onsite),Georgia Tech Research Institute,GA,On-site,NA
Software Test Engineer,Harbinger,CA,On-site,140
Summer 2025 GenAI Agentic App Development: Customer Info Domain Internship,T-Mobile,NA,NA,40.0
Security Software Engineer - University Graduate 2025,Verkada,CA,On-site,120
Artificial Intelligence / Machine Learning: Foundation Models - Intern,Bosch USA,CA,On-site,86.0
Software Engineer,Robert Half,FL,On-site,100
Test Engineer Intern,OCLC,OH,Hybrid,NA
Software Engineer Intern (Data Platform - Big Data) - 2025 Summer/Fall (PhD),TikTok,NA,NA,150.0
"Software Engineer (C++, OOD/OOP, Machine Control)",KLA,NA,NA,104.3
Platform Engineer,General Dynamics Mission Systems,VA,On-site,90.7
Systems Test Engineer,"Itron, Inc.",SC,Hybrid,NA
Cloud Support Engineer-Deployment,Amazon Web Services (AWS),NA,NA,86
CJA Engineer (Contract),Bounteous,NA,NA,NA
Infrastructure Engineer I,PulteGroup,NA,NA,NA
DevOps Engineer,Accenture Federal Services,VA,Hybrid,NA
2025 Summer Intern:Â Video Operations Tools and Automation,Spectrum,NA,NA,52.0
"Applications Engineer, Pro Audio",Sennheiser,NA,NA,105
Technical Online Course Developer,InterSystems,NA,NA,NA
React Native Developer,Creative Financial Staffing (CFS),FL,Remote,75
Salesforce DevOps Engineer,Fulton Bank,NA,Remote,75.1
"Data Engineer, Starlink GNC",SpaceX,WA,On-site,120
Flight Software Intern (Winter 2025),Astranis Space Technologies,CA,On-site,58.0
Gameplay Software Engineer - American Football,Electronic Arts (EA),FL,Hybrid,NA
Angular Developer,Capgemini,TX,On-site,NA
Algorithm Engineer,Akkodis,MI,Hybrid,100.0
Software Developer (Java),Zolon Tech Inc.,SC,Hybrid,NA
2025 Summer Intern: Software Engineer,Spectrum,NA,NA,52.0
Software Engineer - LLJP00001519,"Softworld, a Kelly Company",MA,Remote,150
"Summer 2025 Co-op, Software Development (Bachelors)",Ansys,PA,On-site,NA
Data Engineer,"Take2 Consulting, LLC",MO,Hybrid,NA
Developer,Tata Consultancy Services,NY,On-site,130
Developer,Tata Consultancy Services,TX,On-site,90
Android Test Engineer,Apex Systems,NA,On-site,130.0
Mobile Developer,Motion Recruitment,MA,Hybrid,NA
Security Engineer,Experis,TX,Remote,110.0
Embedded Software Engineer,Equiliem,MA,Hybrid,NA
Model Development Summer Internship,Moody's Corporation,CA,On-site,90.0
Mainframe Developer,Axiom Global Technologies,NE,On-site,NA
Data Center Engineer,Unisys,TN,On-site,NA
Machine Learning Engineer 2,Intuit,NY,On-site,NA
Survey Engineer,Radix,TX,Remote,NA
Intern Engineer - Integration,General Dynamics Mission Systems,VA,On-site,NA
Aviation Systems / Web Applications Test Engineer 2,Garmin,NA,NA,NA
Machine Learning (Pre-Sales) Solutions Engineer,Snorkel AI,NY,On-site,NA
Software Engineer - Plex,Rockwell Automation,OH,Hybrid,NA
Software Engineer,Actalent,TX,On-site,100
Software Engineer - Plex,Rockwell Automation,MI,Hybrid,NA
Full Stack Developer,Kforce Inc,NC,Hybrid,120.0
2025 Internship Program,SimVentions,VA,On-site,NA
DESENVOLVEDOR FULL STACK PLENO,G4F,SC,On-site,NA
DevOps Engineer (uDeploy) – W2 ONLY,SSi People,TX,Hybrid,NA
2025 Internship - Missile Defense Engineer/Scientist - Cross Domain Battle Management,The Johns Hopkins University Applied Physics Laboratory,NA,NA,42.0
Systems Engineer I,"Advanced Correctional Healthcare, Inc.",TN,On-site,NA
Embedded/Firmware Engineer,Motion Recruitment,TX,On-site,NA
Cloud Platform Engineer,Motion Recruitment,TX,Hybrid,150.0
"Scientific Computing Engineer (Machine Learning, AI, Data Systems)",Cadence,NA,NA,110.6
iOS Engineer,The Washington Post,DC,On-site,98.8
RUST Embedded Software Engineer,General Dynamics Mission Systems,MA,On-site,99.8
2025 Intern - AI/ML Applied Research Scientist,Adobe,NA,NA,90.0
(Embedded) Software Engineer II #REF2246I,Elbit Systems of America,NA,NA,NA
Embedded Flight Software Engineer II – New Glenn,Blue Origin,CO,On-site,105.7
Software Testing Engineer,SAIC,MD,Hybrid,40
Animation Software Engineer,Experis,CA,Remote,NA
Software Engineer (Experienced) - Planning & Staffing,Assembled,CA,Remote,125
General Application,"Apogee Research, LLC",VA,On-site,NA
Associate Test Engineer,"Steampunk, Inc.",VA,On-site,70
AI Networking Software Developer,NVIDIA,CA,Hybrid,120
"Engineer, Fleet Monitoring & Analysis",CoreWeave,NJ,Hybrid,160
2025 Summer Intern: Mobile Product,Spectrum,NA,NA,NA
Splunk Engineer,TEKsystems,NC,Hybrid,110.0
ServiceNow Application Engineer,Paycor,NA,NA,64.7
Human-Assisted AI and eXplainable AI – Intern,Bosch USA,CA,On-site,86.0
Part-time Faculty Positions in Software Engineering,Kennesaw State University,GA,On-site,NA
"Postdoctoral in Medical Imaging, Deep Learning",UC Irvine,CA,On-site,60
Staff Applied Scientist,One,NA,NA,200
I&C Data Scientist,"BWX Technologies, Inc.",NA,NA,63
Senior Software Engineer,Dassault Systèmes,MA,Hybrid,136.4
"Research Scientist Intern, Language and Multimodal Research for GenAI (PhD)",Meta,NA,NA,NA
InfoSec Site Reliability Engineer - SRE - CPE Focus,Aurora,PA,On-site,87
10022 – Sr. Software Engineer (bilingual: Korean),Hyundai AutoEver America,CA,On-site,120
iOS Application Engineer,Bose Corporation,MA,On-site,NA
Software Test Engineer II,Gentex Corporation,MI,On-site,NA
Axiom Dev 1 to 3 years of experience - Application Programmer V,Mitchell Martin Inc.,TX,On-site,94.98
Machine Learning Engineer 2,Intuit,GA,On-site,NA
Software Engineer,Epic,WI,On-site,NA
"Cloud Engineer - DevOps, Cloud Computing, Cluster Computing","Gromelski & Associates, Inc.",VA,On-site,NA
DevOps / SRE,STAND 8 Technology Services,CA,On-site,138.0
Formal Verification Engineer,NVIDIA,NA,Remote,108
Application Developer,QinetiQ US,VA,On-site,NA
"Data Analytics Engineer - Residential Solar, Storage, and EV",Schneider Electric,NA,On-site,81
Associate Uncrewed Vehicle Software Engineer,The Johns Hopkins University Applied Physics Laboratory,NA,NA,85
Artificial Intelligence Operations Engineer,SysMind,NY,Hybrid,NA
Senior Application Developer,ADP,GA,On-site,NA
Mobile Engineer,Cushman & Wakefield,FL,On-site,60.0
Algorithm Intern (Video Codec - Realtime Codec Optimizations - Multimedia Streaming) - 2025 Summer (PhD),ByteDance,NA,NA,114.0
Asset & Wealth Management- Senior Software Engineer - Dallas- Associate,Goldman Sachs,NA,NA,NA
Software Engineer - Flight Mechanics Simulations (BT-24156),"Bastion Technologies, Inc.",NA,NA,NA
Data Driven Software Developer,Leidos,MD,Hybrid,65
Machine Learning Engineer 2,Intuit,CA,On-site,NA
Senior Software Engineer- Database Internals,Snowflake,NA,NA,195
Data/Systems Engineer Intern,"Trinity Industries, Inc.",TX,On-site,NA
Summer 2025 T-Mobile eCommerce Product and API Development Intern,T-Mobile,NA,NA,40.0
"Research Scientist Intern, 3D Machine Perception and Sensor Fusion (PhD)",Meta,NA,NA,NA
"Senior Engineer, Enterprise Systems",White & Case LLP,FL,Hybrid,NA
2025 Associate PATHWAYS Software Engineer or PATHWAYS Software Engineer- Boulder CO  - R10179260,Northrop Grumman,NA,NA,74
Software Engineer,Clark Schaefer Strategic HR,NA,NA,NA
Data Engineer Intern (TikTok - Eng - PDPO) - 2025 Project Intern (BS/MS),TikTok,NA,NA,90.0
Systems Engineering Intern,"FUJIFILM Sonosite, Inc.",WA,On-site,40.0
Citrix Cloud Engineer,TEKsystems,CA,Hybrid,160.0
Computer Systems Validation Engineer,BW Design Group,NA,NA,NA
"Staff Software Engineer, Content Delivery",Crunchyroll,CA,Remote,NA
Machine Learning Computer Vision MS/PhD Summer Internship,STR,OH,On-site,NA
Embedded Real-Time Software Engineer - ASL - Open Rank,Georgia Tech Research Institute,GA,On-site,NA
Software Verification Engineer,Inspire Medical Systems,MN,Hybrid,NA
Data Warehouse Technologies Developer,Capco,TX,Hybrid,NA
"Pharmacometrics Programmer (Hybrid, IL Based)",AbbVie,NA,NA,NA
"2025 Summer Intern - Modeling and Simulation, Clinical Pharmacology, Development Sciences",Genentech,NA,NA,NA
Machine Learning Computer Vision MS/PhD Summer Internship,STR,MA,On-site,NA
Infrastructure Engineer - Azure,INTEGRIS Health,OK,Hybrid,NA
Navigation & Tracking Engineering Intern,Draper,MA,On-site,NA
Summer 2025 Application Engineering Intern - Optics,Ansys,WA,On-site,NA
Atlas Graduate Progam: Software Developer in Calibre Modeling R&D (2025),Siemens EDA (Siemens Digital Industries Software),CA,Hybrid,103.84000000000002
IT Solutions Salesforce Developer,Fulton Bank,NA,Remote,67.1
Oracle Developer/Architect,Dexian,NC,Hybrid,NA
Performance Engineer,Virtusa,PA,Hybrid,NA
Auth0 /Okta Engineer,CodeForce 360,GA,Remote,NA
Senior Data Engineer,Schneider Electric,TN,On-site,NA
Citrix Cloud Engineer,TEKsystems,NY,Hybrid,160.0
"Research Scientist Intern, Audio (PhD)",Meta,NA,NA,NA
Azure API Management Expert,KAPITAL,NA,Hybrid,NA
Salesforce developer,Wells Fargo,NA,NA,NA
"Content Engineer, Generative AI",Tesla,CA,On-site,NA
SQL Developer / Data Conversion Specialist / Business Analyst,D.R. Horton,TX,On-site,NA
Intern - Innovation,American Modern Insurance Group,OH,Hybrid,NA
Application Programmer V,Collabera,TX,On-site,130.0
Firmware Engineer (Onsite),Collins Aerospace,MA,On-site,64
"Generative AI Scientist, Associate (New York, NY)",Goldman Sachs,NA,NA,NA
"PhD Machine Learning Engineer, New Grad",Stripe,NA,Hybrid,173.1
Summer 2025 Co-op - Ansys Discovery Post-processing,Ansys,PA,Remote,NA
Mobile Engineer,Cushman & Wakefield,FL,On-site,72.0
NodeJS Developer,Insight Global,CT,On-site,96.0
Software Development Engineer in Test Intern (TikTok Short Video) - 2025 Summer (BS/MS),TikTok,NA,NA,70.0
Scientific Applications Software Engineer - McKelvey School of Engineering,Washington University in St. Louis,MO,On-site,48
Modern Tech Developer,TEKsystems,MI,Hybrid,44.0
Associate Security Engineer,PRIDE Industries,CA,Remote,39.14
Senior Java Developer,KAPITAL,NA,Hybrid,NA
Snr. Software Engineer in Test (Remote),KnowBe4,NA,NA,120
