job_title,company_name,state,office_type,salary
Software Engineer - Services & Provider Experiences,"Lowe's Companies, Inc.",NC,On-site,75.3
Software Engineer Specialist,American Century Investments,MO,Hybrid,125
Software Developer,JT4,NA,NA,80
Systems Engineer,Oshkosh Corporation,FL,On-site,63.5
"iOS Software Engineer, Banking",Cash App,NA,NA,NA
Systems Document Developer – Remote,Mutual of Omaha,NA,NA,NA
Site Reliability Engineer (Hybrid),Enova International,IL,Hybrid,NA
Systems Software V&V Test Engineer,"Hologic, Inc.",CA,On-site,69
Java Developer,Virtusa,OH,On-site,NA
Site Reliability Engineer - W6759,Nisum,CA,On-site,125
Open Application,First Internet Bank,IN,On-site,NA
Android Engineer,Peloton Interactive,NY,Hybrid,112.4
Site Reliability Engineer - Hybrid,Boomi,PA,Hybrid,NA
.NET Developer,Carnival Cruise Line,FL,Hybrid,73
Senior Full Stack Developer,Zurich North America,IL,Hybrid,NA
Machine Learning Engineer (CV/NLP/Multimodal/LLM) Graduate (E-Commerce Governance) - 2025 Start (BS/MS),TikTok,NA,NA,112.2
Digital Technology Intern - Application Development (Year Round),Pierce Manufacturing,WI,On-site,36.0
Cloud Solutions Engineer Intern (Onsite),Trace3,MI,On-site,34.0
Angular Developer,Capgemini,TX,On-site,NA
Node.js Developer,Kforce Inc,CO,Hybrid,128.0
Software Engineers - Codemap services/FHIR-to-OMOP,Axle,MD,Hybrid,115
Junior Simulation Software Engineer,Axient,MD,On-site,NA
iOS Software Engineer 2,Intuit,CA,On-site,NA
Avionics Embedded Software Engineer - FLRAA,GE Aerospace,FL,Hybrid,NA
Quantitative Strategy Developer Internship: Summer 2025,Susquehanna International Group,NA,NA,NA
"Solutions Engineer, Data Collaboration",Roku,CA,On-site,122
Data Center Infrastructure Engineer,Telnyx,NA,NA,NA
Machine Learning Engineer Graduate (Data-Search-TikTok.US - Seattle) - 2025 Start (BS/MS),TikTok,NA,NA,106.4
Software Engineer/Principal Engineer Software (TS/SCI clearance required to apply) - R10160311,Northrop Grumman,NA,NA,83.3
Applied AI Scientist,ZS,NA,NA,NA
Systems Engineer,Ares Management Corporation,NY,Hybrid,NA
SalesForce Data Cloud Developer,Kforce Inc,UT,Remote,140.0
Java Developer,Virtusa,OH,Hybrid,NA
Test Automation Engineer,Pierce Manufacturing,MN,On-site,78.4
"Solutions Engineer, Data Collaboration",Roku,MA,On-site,110
Site Reliability Engineer (Top Secret Clearance),SpaceX,CA,On-site,120
"Solutions Engineer, Data Collaboration",Roku,NY,On-site,122
Lead ServiceNow Software Engineer,Blue Cross and Blue Shield of Louisiana,LA,Remote,NA
Cloud Operation Engineer,Basware,NC,Hybrid,NA
Software Developer,Leidos,IL,Hybrid,65
Developer,Tata Consultancy Services,WA,On-site,95
Systems Engineer Intern,JLG Industries,PA,On-site,36.0
"Technical Lead, Software Engineering",Brightspeed,NC,Remote,NA
Developer,Tata Consultancy Services,NJ,On-site,90
"Research Engineer, ChatGPT RLHF",OpenAI,NA,NA,NA
Systems Engineer,"Alpine Electronics of America, Inc.",OH,Hybrid,NA
Infotainment Engineer,KPIT,NA,NA,NA
Machine Learning Engineer Graduate (Search E-Commerce) - 2025 Start (PhD),TikTok,NA,NA,137.8
Chesterfield Software Engineering Tutor,"Varsity Tutors, a Nerdy Company",MO,Remote,NA
FMS Program Computer Scientist/Software Engineer,QinetiQ US,VA,On-site,NA
Business Application Engineer (IT User Success),TSMC,AZ,On-site,NA
Business Systems Engineer Intern,State of Wisconsin Investment Board,WI,On-site,NA
"Senior Software Engineer, Perception Simulation Recompute",Torc Robotics,MI,On-site,160.8
"Research Scientist Intern, Computer Vision for Generative AI (PhD)",Meta,NA,NA,NA
Data Center Controls Systems Engineer,Johnson Controls,MD,On-site,NA
Systems Integration Engineer Intern,"Americold Logistics, LLC.",CT,On-site,NA
Build & Release Engineer,Biamp,NA,NA,NA
"Research Scientist, ML Systems - New College Grad 2025",NVIDIA,NA,NA,160
Secure Software Assessor,"CALIBRE Systems, Inc.",NA,NA,NA
Data Center Controls Systems Engineer,Johnson Controls,IL,On-site,NA
Senior Fullstack Engineer,CyberCoders,NA,On-site,140
Service Reliability Engineer in R&D – Technical Pathways Program,Eli Lilly and Company,NA,NA,NA
"Web Developer, Journeyman",COLSA,VA,On-site,NA
Solutions Engineer,"Haynes and Boone, LLP",TX,Hybrid,NA
Developer,Tata Consultancy Services,DE,On-site,100
Readiness Engineer,AVI-SPL,NA,NA,NA
Network & Cloud Developer,"Gromelski & Associates, Inc.",VA,On-site,NA
Senior Frontend Software Engineer,CyberCoders,NA,On-site,140
"Research Scientist Intern, AI Core Machine Learning (PhD)",Meta,NA,NA,NA
"Research Scientist Intern, AI Systems Machine Learning (PhD)",Meta,NA,NA,NA
"Research Scientist Intern, GenAI Llama Multimodal Data Research (PhD)",Meta,NA,NA,NA
Embedded Software Architect,"Stanley Black & Decker, Inc.",MD,Hybrid,105.5
PowerApps Developer,Flexjet,OH,On-site,NA
Principal Site Reliability Engineer,Brightspeed,NC,Remote,NA
Principal DevOps Engineer,Roche,NA,NA,NA
Romanian Geospatial Linguist (TS/SCI Required),Leidos,DC,Hybrid,55.2
Quantum Technology Intern - Doctorate,"HRL Laboratories, LLC",CA,On-site,104.0
Engineer Sustainable Infrastructure Solutions,Cemex U.S.,NA,NA,NA
Application Engineer Trainee,Danfoss,IL,On-site,NA
Data Engineer,Robert Half,IA,On-site,85
Developer,Tata Consultancy Services,OH,On-site,75
Operating Systems Developer II,Kentucky Farm Bureau Insurance,KY,On-site,NA
Developer,Tata Consultancy Services,NJ,On-site,100
Field Service Engineer - LCMS,Agilent Technologies,IN,Remote,82.54000000000002
Test Automation Engineer,Actalent,TX,On-site,17
Test Engineer,Ducommun Incorporated,WI,On-site,NA
CSE Structures Engineer II (Onsite),Pratt & Whitney,FL,On-site,64
"Research Scientist Intern, Language and Multimodal Research for MetaAI (PhD)",Meta,NA,NA,NA
DevOps Engineer - US Citizenship required,CGI,OH,On-site,NA
"Sr. Worldwide Specialist - GenAI, Next Generation Developer Experience",Amazon Web Services (AWS),NA,NA,126.5
"Sr. Worldwide Specialist - GenAI, Q Developer - Mainframe & VMware",Amazon Web Services (AWS),NA,NA,133.2
"Sr. Worldwide Specialist - GenAI, Next Generation Developer Experience",Amazon Web Services (AWS),NA,NA,133.2
Developer,Tata Consultancy Services,OH,On-site,120
Applications Engineer Returnship - Digital Implementation,Cadence,NA,NA,59.5
Systems Engineer II,Honeywell,FL,On-site,NA
NA,NA,NA,NA,NA
Sr. Engineer II - Backend - Terraform Enterprise,HashiCorp,NA,NA,204
"Sr. Software Developer Engineer, AWS Security",Amazon Web Services (AWS),NA,NA,151.3
Undergraduate Systems Engineer - Strategic Systems,Draper,MA,Hybrid,NA
Embedded Software Engineer - Multimedia Display,Actalent,CA,On-site,150
Software Design Quality Engineer,Actalent,CA,On-site,90
Engineer,Tata Consultancy Services,OH,On-site,110
Principal Software Engineer - Identity Resolution,ZoomInfo,MD,Hybrid,180
Storage and Linux Systems Engineer,Epic,WI,On-site,NA
Application Operations Engineer,GE Aerospace,MI,On-site,NA
Developmental Engineer,iHire,NV,On-site,NA
"Senior Staff Digital Systems Engineer (Andover, MA)",Smith+Nephew,MA,Hybrid,NA
Staff Firmware Maintenance Engineer,Arm,TX,Hybrid,221.1
Principal Engineer,Advantage Solutions,IL,On-site,161.3
