job_title,company_name,state,office_type,salary
Front End Developer,Experis,WI,Hybrid,NA
Azure Cloud Data Engineer,Motion Recruitment,TX,Hybrid,NA
"Full Stack Engineer (Retail Analytics, Hybrid in MA)",Motion Recruitment,MA,On-site,NA
Software Infrastructure Engineer (Starlink),SpaceX,CA,On-site,130
"Software Engineer, Simulation for Release Validation",Waymo,CA,Hybrid,158
Java Developer,Virtusa,FL,Hybrid,NA
"2025 Summer Intern, Research Scientist",Samsung Research America (SRA),CA,On-site,96.0
Firmware Engineer Intern,Zoox,CA,On-site,NA
Data Engineer,Scoular,NA,NA,NA
Cloud Operations Engineer,iCIMS,NJ,On-site,82
Cloud Developer,Open Systems Technologies,NY,On-site,NA
"PhD Research Intern, Generative AI - 2025",NVIDIA,NA,NA,NA
"Research Scientist, Autonomous Vehicles - New College Grad 2025",NVIDIA,NA,NA,160
"AI Applied Scientist - PhD Intern, NLP/LLMs/Conversational AI",Zillow,NA,NA,104
Test Infrastructure Intern,Zoox,CA,On-site,NA
Software Engineer (Starshield),SpaceX,CA,On-site,120
Software Engineer in Support I,Accusoft,FL,Remote,60
"Software Engineer / Java / Irving, TX / Hybrid",Motion Recruitment,TX,Hybrid,82.12
Ruby on Rails Developer - Design Systems*,Power Home Remodeling,PA,On-site,NA
Software Engineer,"BAE Systems, Inc.",MD,On-site,126.6
Software Engineer,Kforce Inc,MA,Hybrid,NA
Cloud Support Engineer,CoreWeave,NJ,Hybrid,75
Apriso Developer / 100% Remote,Motion Recruitment,MA,Remote,NA
"Research Scientist, Programming Systems - New College Grad 2025",NVIDIA,NA,NA,160
Software Quality Assurance Engineering Intern,CommScope,MA,On-site,NA
Junior Software Engineer (3964),SMX,MD,On-site,86
Firmware Engineer,Motion Recruitment,TX,Hybrid,NA
Firmware Engineering Intern - Summer 2025,Amphenol Communications Solutions,NA,NA,NA
AI Infrastructure Engineer II,WEX,NA,Remote,84
DevOps Engineer,Motion Recruitment,MA,Hybrid,110
Application Identity Engineer (Hybrid),Weedmaps,CA,Hybrid,112
2025 University Graduate - Research Scientist/Engineer,Adobe,NA,NA,120.7
Application Identity Engineer (Hybrid),Weedmaps,TX,On-site,112
Python Developer with (Azure and Microservices Exp),KRG Technologies Inc.,FL,Hybrid,NA
C++ Options Marketing Making Software Engineer - NYC / Chicago,Huxley,NY,Hybrid,250
"2025 Summer Intern, MS/PhD, Deep Learning & Modeling Research",Waymo,NA,NA,100.95999999999998
C++ Engineer,Durlston Partners,NA,NA,400
GNC Software Engineering Intern,Wing,NA,NA,118
Data Engineer II,Grubhub,IL,Hybrid,NA
Business Intelligence Engineer,Humana,NA,NA,65
"Senior Associate, Back-End Engineer",BNY,PA,Hybrid,NA
Software Engineer,GE HealthCare,WA,On-site,94.8
".NET Developer / Management Software / Atlanta, GA",Motion Recruitment,GA,Hybrid,NA
Ruby on Rails Developer - Design Systems*,Power Home Remodeling,NJ,On-site,NA
Software Engineer,Mitchell Martin Inc.,NY,Hybrid,169.3
Software Dev Engineer II,Aditi Consulting,IN,Remote,80.0
Ruby on Rails Developer - Design Systems*,Power Home Remodeling,TX,On-site,NA
"Software Engineer / .NET Core / Addison, TX / Hybrid",Motion Recruitment,TX,Hybrid,NA
Mainframe Software Engineering Apprentice,U.S. Bank,WI,Hybrid,56.54
Software Engineering Internship - Summer 2025,RTX,RI,On-site,37
Founding Engineer,Motion Recruitment,NY,On-site,130
Applications Engineer,Hexagon's Autonomy & Positioning division,NA,NA,NA
AWS Data Engineer,Motion Recruitment,TX,On-site,NA
Data Engineer,R.E. Mason,NC,Hybrid,NA
"Research Scientist, Autonomous Vehicles - New College Grad 2025",NVIDIA,NA,Remote,160
Operations Specialist,DriveWealth,NY,Hybrid,130
System Engineer Intern,Zoox,CA,On-site,NA
AI Devops,Neumeric Technologies Corp,CA,On-site,NA
Flight Software Intern (Summer 2025),Astranis Space Technologies,CA,On-site,58.0
"Summer Intern, Content Experience Product",The Washington Post,DC,On-site,NA
I&C Programmer,"McKim & Creed, Inc.",FL,On-site,NA
Math Curriculum Developer (EdTech),Art of Problem Solving,CA,Hybrid,62
ADAS Sensor Data Software Engineer,Lucid Motors,CA,On-site,NA
2025 US Summer Internship - Computer Graphics,Blizzard Entertainment,CA,On-site,40.0
Full Stack Developer,Kforce Inc,TN,Hybrid,NA
"RSCH AND DEV ENGR 2, Radio Software - 133525",UC San Diego,CA,On-site,73.76
Software Engineer - Healthcare,Motion Recruitment,MA,Hybrid,NA
".NET Developer/ Management Processing/ Atlanta, GA (Onsite)",Motion Recruitment,GA,On-site,NA
Remote Apriso Developer,Motion Recruitment,TX,Remote,NA
Founding Backend Engineer,Motion Recruitment,NY,On-site,NA
System Test Engineer,Symbotic,MA,On-site,NA
Artificial Intelligence/Machine Learning/Data Science Engineering Intern,Zscaler,CA,Hybrid,50.0
Data Engineer,Wiss,NJ,Hybrid,NA
REMOTE Mobile Developer,Insight Global,NA,NA,70
Hybrid Software Engineer,Actalent,NY,Hybrid,100.0
Machine Learning Engineer,Russell Tobin,WA,Hybrid,15
Azure Cloud Engineer,Kforce Inc,TX,Hybrid,NA
"Quant Developer (Python, Apache Spark, AWS)","V-Soft Consulting Group, Inc.",NA,On-site,NA
Senior Software Engineer,TA Instruments,DE,On-site,NA
Computer Service Engineer I,University of Southern California,NA,NA,58.720000000000006
Salesforce Developer,Apex Systems,CA,Hybrid,NA
Software Developer For Manufacturing Software Solutions,Agilent Technologies,CA,On-site,117.5
Amazon Robotics - Applied Scientist I Intern / Co-op - 2025,Amazon,NA,NA,NA
Junior Application Developer,Talener,IL,Remote,70.0
2025 Summer Intern: Software Engineer,Spectrum,NA,NA,NA
Software Engineer - Stage R&D - Paris/Nantes/Marseille,Lucca,MO,Hybrid,NA
Developer/Software Engineer,Robert Half,FL,On-site,114.0
Cleared DevOps Engineer,Motion Recruitment,VA,Remote,NA
2025 Summer Intern: Software Engineer,Spectrum,NA,NA,52.0
Software Engineer Intern (Data Platform - Big Data) - 2025 Summer/Fall (PhD),TikTok,NA,NA,144.0
Software Engineer in Test (Mobile),Dexian,TX,Hybrid,NA
Platform Engineer,General Dynamics Mission Systems,VA,On-site,90.7
Entry Level Mobile Device Test Engineer,BTI Solutions,TX,On-site,NA
Junior DevSecOps Engineer,SAIC,NE,On-site,NA
"React Native Engineer - Hybrid in Northeast Philadelphia, PA",Motion Recruitment,PA,Hybrid,150
AEM Forms Developer,Motion Recruitment,NC,Hybrid,NA
MS Power Apps Developer,Motion Recruitment,NC,Hybrid,NA
FullStack Developer (Ruby + React mandatory),Salt,CA,Hybrid,NA
iOS Developer,Kforce Inc,MA,Hybrid,NA
Solution Template Engineer,Origami Risk,IL,On-site,NA
AEM Java Developer,Accenture Federal Services,DC,Hybrid,NA
Business Intelligence Developer,ChenMed,FL,On-site,NA
Machine Learning Engineer,Capital One,NA,NA,NA
Senior Developer,Mitchell Martin Inc.,FL,Hybrid,NA
Systems Print Engineer,Markforged,MA,On-site,NA
SIEM Security Engineer (US),HashiCorp,NA,NA,119
Python/AWS Developer,Accenture Federal Services,VA,Hybrid,NA
Software Engineer I/II,Laserfiche,CA,Hybrid,98
"Software Engineer, Junior",Powin,NA,NA,84
Software Engineer,StratasCorp Technologies,VA,On-site,NA
"Backend Software Engineer, TikTok Privacy Infrastructure",TikTok,NA,NA,145
Software Support Engineer,"ProShip, Inc.",NA,NA,NA
Software Development Engineer (Frontend),Adobe,NA,NA,108
Full Stack Developer,Harrington Starr,NY,On-site,150
Software Engineer- Administrative Tooling,Docusign,WA,Hybrid,NA
UI/UX Developer,Kforce Inc,WI,Remote,NA
Embedded Software Engineer,Allied OneSource,MO,On-site,90
Founding Front End Engineer,Motion Recruitment,NY,On-site,NA
Computer Scientist – Monitoring and Diagnostics (Intern Position),Vistra Corp.,TX,On-site,NA
Senior Java Software Engineer,Wissen Technology,TX,On-site,NA
Data Driven Software Developer,Leidos,IL,Hybrid,65
Developer,Tata Consultancy Services,TX,On-site,NA
Azure Site Reliability Engineer,Motion Recruitment,TX,Hybrid,NA
Solutions Engineer (Hybrid),Janes,VA,Hybrid,NA
Front-End Email Developer [76733],Onward Search,NY,On-site,70
AWS/Azure PowerShell Cloud Engineer,Kforce Inc,TX,Hybrid,NA
Data Scientist,NICE,GA,Hybrid,NA
SQL Developer / Data Conversion Specialist / Business Analyst,D.R. Horton,TX,On-site,NA
Perception Intern,Zoox,CA,On-site,NA
R&D Engineer II - Circuit Solver Team - Remote,Ansys,CA,Hybrid,NA
Software Engineer,CTDI,PA,Hybrid,NA
Solutions Engineer,Bitsight,MA,Remote,90
Application Developer,Myers and Stauffer LC,NA,NA,NA
Software Engineer Intern (Data Platform - Big Data) - 2025 Summer/Fall (MS),TikTok,NA,NA,120.0
Software Engineer Co-Op Summer 2025,"Saab, Inc.",NA,NA,40.0
Software Engineering Intern 2 - 2025,"Mission Technologies, a division of HII",NA,NA,NA
Java Developer,Mitchell Martin Inc.,NY,Hybrid,NA
Data Engineer,R.E. Mason,NA,NA,NA
NBCU News Group Technology Internships – Summer 2025,NBCUniversal,NJ,On-site,50.0
Software Engineer Intern (Data Platform - Big Data) - 2025 Summer/Fall (PhD),TikTok,NA,NA,150.0
Software Engineer II (On-Site. Sign On Bonus Available),"BAE Systems, Inc.",NH,On-site,75.6
ZVM/zLinux Engineer (Mainframe) - 100% Remote,Conexess Group,TX,Remote,NA
Sr. Engineer - Full Stack - HCP Terraform,HashiCorp,NA,NA,176
Deployment Engineer,Tyler Technologies,ME,Remote,NA
"Intern, Simulations and Automation",Iridium,AZ,On-site,NA
Software Engineer in Test,Kforce Inc,TX,Hybrid,NA
LULULEMO | #16443 - SDET - Automation,Qualitest,WA,On-site,100
Junior Software Engineer (TS/SCI CI Poly) (3848),SMX,VA,On-site,106.5
Reporting/Data Engineer (100% Remote),"Take2 Consulting, LLC",NA,NA,NA
Professional Services Integration Engineer,NICE,GA,Hybrid,NA
Solution Template Engineer,Origami Risk,GA,On-site,NA
Data Center Engineer,Unisys,TN,On-site,NA
Machine Learning Engineer (CV/NLP/Multimodal/LLM) -E-commerce Governance,TikTok,NA,NA,145
Artificial Intelligence Engineer,Confie,NA,NA,110
Software Development Engineer II (Onsite),Raytheon,RI,On-site,64
Software Engineer,Kforce Inc,TX,Hybrid,NA
Platform Engineer Intern,Siemens,NC,On-site,56.0
QA Lab ATM Testing Specialist (Onsite),Capital One,NA,NA,NA
Platform Engineering Summer Intern,Pegasystems,MA,On-site,NA
Staff Software Engineer,Arm,TX,Hybrid,185.5
Cloud Database Engineer,Wells Fargo,NA,NA,84
Inside Systems Engineer,Palo Alto Networks,TX,On-site,NA
Android Developer,Kforce Inc,MA,Hybrid,NA
"Senior Software Engineer, Machine Learning, Recommendations",Crunchyroll,CA,Hybrid,NA
Machine Learning Research Scientist / Machine Learning Engineer,Calico Life Sciences,CA,On-site,155
Data Driven Software Developer,Leidos,MD,Hybrid,65
Computational Engineering Division Graduate Student Intern - Summer 2025,Lawrence Livermore National Laboratory,CA,Hybrid,NA
Data Scientist,NICE,UT,Hybrid,NA
Summer 2025 Internship - Graduate,Blue Origin,AL,On-site,68.34000000000002
AI Engineer - LLMs - TS/SCI w/ Poly Required,LMI,VA,On-site,NA
"Summer Intern, Product Monetization",The Washington Post,DC,On-site,NA
Software Engineer (Experienced) - Planning & Staffing,Assembled,CA,Remote,125
Front End Mobile Engineer,Kforce Inc,GA,Hybrid,NA
2025 Intern - AI/ML Applied Research Scientist,Adobe,NA,NA,NA
Front End Developer - React JS,Cognizant,NY,Hybrid,NA
"Software Engineer, GNC Simulations (Starlink)",SpaceX,WA,On-site,120
Staff Software Engineer,NAVEX,NA,NA,110
"2025 Intern - Software Engineer (ES) - Charleston, SC",Textron,NA,NA,NA
Java and AWS Developer,Experis,WA,On-site,NA
Software Engineer,Atlantic Group,MA,Hybrid,115
Intern: Systems Technology Development,Stratasys,MN,On-site,NA
CXO Experiences & Programming Intern,Zscaler,CA,Hybrid,50.0
Developer,Tata Consultancy Services,NJ,On-site,85
Kafka Engineer,TEKsystems,TX,Hybrid,110.0
Scala Developer,TEKsystems,CA,Hybrid,100.0
Azure Cloud Engineer,Kuvare Holdings,IL,On-site,NA
"Research Engineer, Perception",Plus,CA,Hybrid,120
IT Engineer,ALTEN Technology USA,AL,On-site,70
Research Scientist,Pocket FM,NA,NA,NA
Data Center Engineer,Motion Recruitment,IA,On-site,NA
Cloud Infrastructure Engineer (Kubernetes & Azure),Robert Half,GA,On-site,142.5
Contact Center Developer,Capgemini,IL,Hybrid,103.3
Computer Vision Software Engineer,"Niantic, Inc.",CA,Hybrid,165.9
Data Preparation Engineer,Nikon SLM Solutions,CA,On-site,80
Quality Assurance Engineer Intern - Summer 2025 Internship,Motorola Solutions,FL,Hybrid,NA
Elastic Engineer,Apex Systems,FL,Remote,120.0
Summer 2025 Internship - Graduate,Blue Origin,CO,On-site,68.34000000000002
Mobile testing with Google analytics experience (On Site),Cognizant,IA,Hybrid,NA
Tester,Tata Consultancy Services,TX,On-site,100
Software Dev Engineer,Kforce Inc,WA,On-site,NA
Cloud Support Engineer-Deployment,Amazon Web Services (AWS),NA,NA,86
"Software Engineering Intern, Design Enablement (Summer 2025)",GlobalFoundries,NY,On-site,NA
Entry Level Power BI Developer,Motion Recruitment,IL,Remote,NA
Developer,Tata Consultancy Services,NJ,On-site,100
Software Quality Engineer,Space Dynamics Laboratory,NA,NA,NA
Golang Developer,"Miracle Software Systems, Inc",NA,Hybrid,NA
Associate SRE/ Site Reliability Engineer,Motion Recruitment,NC,Remote,NA
Information Security Software Engineer,Berkley Technology Services,NA,Hybrid,NA
Developer,Tata Consultancy Services,NC,On-site,110
Lead Java Engineer,Kforce Inc,RI,Hybrid,NA
Mobile Developer,Dexian,NC,On-site,120.0
Project (AWP) Developer,"V-Soft Consulting Group, Inc.",NC,On-site,NA
Staff Software Engineer - Data Platforms,Generac,CO,On-site,NA
Mobile Engineer,CBRE,NA,NA,NA
Summer/Fall 2025 Testing Co-Op,Ansys,PA,On-site,NA
Product Specialist,Qualtrics,UT,Hybrid,NA
Critical Systems Engineer II,Takeda,NA,NA,67.9
"R&D, Summer Internship (2025)",CLO Virtual Fashion Inc.,CA,On-site,NA
Control Intern,Zoox,CA,On-site,NA
Software Engineer / Principal Software Engineer (Top Secret Clearance) (AHT),Jooble,CA,On-site,87.2
Kubernetes Cloud Engineer/DevOps,Abbott,NA,NA,109.3
Backend Engineer,Experis,NC,Remote,140.0
Systems Engineer,R+L Carriers,OH,On-site,NA
Associate Embedded Software Engineer - Embedded Software Engineer,Capgemini Engineering,NA,On-site,46.4
JAVA Technical Developer,Cognizant,NC,Hybrid,NA
Nuclear Remote Systems Engineer,Idaho National Laboratory,ID,On-site,63.5
Automation Test Engineer,SysMind,GA,On-site,NA
Developer,Tata Consultancy Services,PA,On-site,100
Formal Verification Engineer,NVIDIA,NA,Remote,108
CNC Programmer,Crusoe,OK,On-site,60
Sr Staff DevOps Engineer (SASE),Palo Alto Networks,CA,On-site,NA
Senior Testing Engineer,Schaeffler,NA,NA,75
Software Engineer - GCP Solution Design,Wells Fargo,NA,NA,NA
"Esri ArcGIS Developer / Atlanta, GA",Motion Recruitment,GA,Hybrid,NA
QA Engineer III CSV Hybrid,Ajinomoto Bio-Pharma Services,CA,Hybrid,103.7
"Site Reliability Engineer, Traffic Platform",ByteDance,NA,NA,142.6
Business Intelligence Developer - Power BI,Cotiviti,NA,NA,110
ML Engineer,Tata Consultancy Services,CA,On-site,63.4
Natural Language Processing and Text Analytics Engineer,Tata Consultancy Services,CA,On-site,63.4
Data and Security Engineer,Macquarie Group,NA,NA,NA
"AI Research, Intern (PhD)",Duolingo,PA,On-site,126.0
Physical Security Programmer,New Era Technology,IN,On-site,NA
"Fulltime Hiring for Independent visa holder: Java Developer with Strong react exp _ Boston, MA (Day 1 Onsite)",SAGE IT ,MA,On-site,NA
"Embedded Software Engineer, Pre-development",Bose Corporation,MA,On-site,NA
Machine Learning (Pre-Sales) Solutions Engineer,Snorkel AI,CA,On-site,NA
Summer 2025 Internship - Graduate,Blue Origin,WA,On-site,68.34000000000002
Software Engineer,Actalent,MA,Hybrid,160.0
CAD Implementer,"Hexagon Safety, Infrastructure & Geospatial",AL,Remote,NA
"Software Engineer, Internal Development Experience",Pegasystems,MA,Hybrid,NA
Applications Developer,Drew Marine,NJ,Hybrid,NA
Sr Data Engineer,NBCUniversal,NJ,Remote,115
Sr Software Engineer (Cloud Management Platform),Palo Alto Networks,CA,On-site,NA
Test Engineer,Sanmina,WI,On-site,NA
Senior Data Engineer,Kforce Inc,NJ,Remote,NA
Software Test Engineer (Clearance Required),Whiteboard Federal Technologies,VA,On-site,NA
Senior AI-Machine Learning Engineer,Abbott,NA,NA,72.7
Global Field Application Engineer,Sensirion,IL,Hybrid,NA
Automation Analyst (Architecture) – Information Technology (IT),Jones Day,OH,Hybrid,NA
Software Engineer- Referral Pipe,Apex Systems,CA,Hybrid,150.0
Cypress Quality Assurance,Kforce Inc,NC,Remote,130.0
Integration Developer,Ascend Technologies,NA,NA,70
Splunk Engineer,TEKsystems,TX,Hybrid,110.0
Informatica Powercenter Senior Developer - 5371035,Accenture,CA,Remote,76.92
Pega SSA,Virtusa,FL,Hybrid,NA
"2025 Summer Intern - gRED, Regev Lab",Genentech,NA,NA,100.0
Machine Learning (Pre-Sales) Solutions Engineer,Snorkel AI,NC,On-site,NA
Junior Functional Tester – Salesforce - 152263,Atrium,NY,On-site,80.0
"2025 Applied Scientist Internship, Amazon University Talent Acquisition",Amazon,NA,NA,NA
"PhD Research Intern, Computer Vision and Deep Learning - 2025",NVIDIA,NA,NA,NA
Software Engineer,Actalent,AL,On-site,80.0
System Engineer,Motion Recruitment,TX,Remote,NA
Data Engineer,TEKsystems,NC,Hybrid,110.0
Technical Intern – Space Vehicle Integration & Test Engineer – Test and Scripting,"BAE Systems, Inc.",CO,On-site,50.5
"Data Engineer, TS/SCI Full-Scope Poly",Motion Recruitment,VA,On-site,NA
Developer,Tata Consultancy Services,NC,On-site,90
