job_title,company_name,state,office_type,salary
Full Stack Engineering Intern #1 (Supplyframe),Supplyframe,CA,On-site,86.54000000000002
Junior to Mid-level Software Engineer (Hybrid),"BAE Systems, Inc.",CA,Hybrid,75.6
Software Systems Engineer I,KNAPP North America,GA,Hybrid,NA
Cloud Engineer - Azure/AWS,SHI International Corp.,NJ,On-site,70
Python Software Developer,Infinera,CA,On-site,NA
"2025 Summer Intern, On-Device AI Agents Research Intern",Samsung Research America (SRA),CA,On-site,88.0
Associate Software Engineer (USA),ABBYY,NA,NA,NA
Software Engineering Intern,General Dynamics Mission Systems,MA,Hybrid,52.0
Software Engineer,TD SYNNEX,MS,On-site,75
Full Stack Web Developer,CorneaGen,WA,Hybrid,NA
Software Engineer,Kardex,OH,Hybrid,NA
Test Automation Specialist,Testlio,NA,NA,NA
AI Software Engineer (US Remote),Motorola Solutions,NA,Remote,105
Software Development Intern - Summer 2025,Bandwidth Inc.,NA,NA,NA
Software Developer / Remote / Angular15+ and C#,Jobot,OH,Remote,NA
C++ Low Latency Trading Systems Dev-NYC- 150-300K Base+Bonus,Huxley,NY,On-site,150
"AI Applied Scientist - PhD Intern, Ethical AI",Zillow,NA,NA,104
Backend Software Engineer - Global E-Commerce Logistics,TikTok,NA,NA,112.2
"Backend Software Engineer, Loki Platform",TikTok,NA,NA,112
.NET Developer (Fullstack),Dexian,NC,On-site,NA
Software Engineer - Learning Engineering and Data (LEaD) Program,Millennium,FL,On-site,NA
Software Engineer - ESRI,Metronet,NA,Hybrid,80
"Backend Software Engineer, Content E-commerce",TikTok,NA,NA,112.2
Engineer 2 - Core Customer and Identity - Hybrid - Seattle,Nordstrom,WA,Hybrid,103
(General Hire) Software Engineer Intern (USDS)- 2025 Summer (BS/MS),TikTok,NA,NA,85.5
Python with PySpark,Virtusa,FL,Hybrid,NA
C++ Low Latency Trading Systems Dev-Chicago-150-300K Base+Bonus,Huxley,NY,On-site,150
.NET Web Developer,Sandhills Global,NE,On-site,NA
AI Developer,Credigy,GA,On-site,NA
Cloud Security Engineer,Tenable,NA,NA,NA
Data Engineer,RedCloud Consulting,WA,Remote,NA
Full Stack Developer (contract),Northern Trust,IL,On-site,NA
QA Engineer - San Diego,Qualitest,NA,NA,80
Software Engineer - Ads Identity and Attribution,TikTok,NA,NA,145
Site Reliability Engineer 3,Juniper Networks,NA,NA,120
Software Engineer (Payments Architecture) - Global Payment - San Jose,ByteDance,NA,NA,145
Backend Software Engineer - Global E-Commerce Logistics,TikTok,NA,NA,104.5
"Software Engineer, Creator Monetization",TikTok,NA,NA,112
Backend Software Engineer - User Growth Customer Life Cycle,TikTok,NA,NA,145
"Summer Intern, Subscriptions Engineer",The Washington Post,DC,On-site,NA
Atlas Graduate Program: Software Engineer (2025),Siemens EDA (Siemens Digital Industries Software),OR,Hybrid,103.84000000000002
Software Engineer (Experienced) - Planning & Staffing,Assembled,CA,Remote,125
Cloud Security Engineer,Tenable,NA,Remote,100
Low-Code Digital Application Builder,Kforce Inc,MA,Remote,NA
Junior Programmer,Optomi,PA,Hybrid,60.0
"Summer Intern, iOS Apps",The Washington Post,DC,On-site,NA
Software Engineer Graduate (Database Team) - 2024 Start (BS/MS),ByteDance,NA,NA,102.4
"Summer Intern, Android Apps",The Washington Post,DC,On-site,NA
Data Engineer,NBCUniversal,NJ,Remote,NA
Software Engineer - Android,Walmart,NA,NA,108
Software Engineer - Android,Walmart,NA,NA,90
"Software Engineer, UI Framework",ByteDance,NA,NA,137.8
Site Reliability Engineer - Infrastructure,Verkada,CA,On-site,130
Backend Software Engineer Graduate (Global E-commerce-US) - 2025 Start (BS/MS),ByteDance,NA,NA,113.5
IT Software Engineering Intern,MEMIC,ME,On-site,NA
Developer Support Specialist,Brex,UT,Hybrid,NA
SDET Intern,Intuitive,CA,On-site,47.8
Software Engineer (.Net),Procare Solutions,CO,Remote,95
Security Software Engineer (Starshield),SpaceX,DC,On-site,130
Backend Software Engineer - Global E-Commerce Supply Chain Billing & Settlement,ByteDance,NA,NA,145
(General Hire) Software Engineer Intern (USDS)- 2025 Summer (BS/MS),TikTok,NA,NA,90.0
Backend Software Engineer - Data-E-Commerce Supply Chain & Logistics,TikTok,NA,NA,129.2
Machine Learning Engineer,Experis,NJ,Remote,NA
"Backend Software Engineer - Data Services, E-Commerce",TikTok,NA,NA,136
(General Hire) Software Engineer Intern (Monetization Tech) - 2025 Summer (BS/MS),TikTok,NA,NA,85.5
Java Developer,Collabera,CA,On-site,140.0
"2025 Summer Intern, PhD, Machine Learning Engineer",Waymo,NA,NA,120.2
"Software Engineer, UI Framework",ByteDance,NA,NA,145
Java Developer (Contract to Hire - F2F interview),Net2Source Inc.,OH,Hybrid,NA
"Software Engineer, Rendering Engine",ByteDance,NA,NA,145
Software Development Engineer in Test Graduate (Global E-commerce-US) - 2025 Start (BS/MS),ByteDance,NA,NA,93.5
Product Designer,Schneider Electric,MA,Remote,NA
C++ Options Marketing Making Software Engineer - NYC / Chicago,Huxley,NY,Hybrid,250
Junior Full Stack Developer,CACI International Inc,VA,Remote,57.5
"Summer Intern, Creator Experience",The Washington Post,DC,On-site,NA
Data Engineer (US - Contract),Expedia Group,NA,NA,200.0
Senior Developer,Mitchell Martin Inc.,FL,Hybrid,NA
"Summer Intern, Content Experience Product",The Washington Post,DC,On-site,NA
Core Java Developer - DE,Experis,DE,Hybrid,NA
Mobile Software Engineer II,NBCUniversal,FL,Remote,95
Java Cloud Developer,Korn Ferry,OH,On-site,120.0
"AI Applied Scientist - PhD Intern, NLP/LLMs/Conversational AI",Zillow,NA,NA,104
Backend Software Engineer - Global E-Commerce Supply Chain Billing & Settlement,ByteDance,NA,NA,137.8
Backend Software Engineer Intern (TikTok Data Retention) - 2025 Summer (BS/MS),TikTok,NA,NA,90.0
"Junior Software Development Engineer, Ads QA - San Jose",TikTok,NA,NA,112
"Junior Solutions Engineer - SMB, Ads",TikTok,NA,NA,112
Engineer Software 1 - 20445,"Mission Technologies, a division of HII",OH,On-site,54.6
Product Designer,Schneider Electric,TN,Remote,112
Software Engineer Intern (Applied Machine Learning) - 2025 Summer/Fall (BS/MS),ByteDance,NA,NA,120.0
Software Development Engineer in Test Graduate (Global E-commerce-US) - 2025 Start (BS/MS),ByteDance,NA,NA,88.8
"AI Applied Scientist - PhD Intern, Valuation & Market Dynamics (VMD)",Zillow,NA,NA,NA
Angular Developer,Capgemini,TX,On-site,NA
Cyber Threat Detection Engineer,Macquarie Group,NA,NA,NA
"Summer Intern, Product Monetization",The Washington Post,DC,On-site,NA
RUST Embedded Software Engineer,General Dynamics Mission Systems,MA,On-site,99.8
Security Software Engineer (Starshield),SpaceX,CA,On-site,130
Physics Programmer,Naughty Dog,NA,NA,109.4
"MDM implementations : Data/ETL Test Engineer opportunity in Woodland Hills, CA (Onsite)",Capgemini,CA,On-site,NA
Hadoop with AWS Developer,Tata Consultancy Services,TX,On-site,67.1
Software Engineer,Copart,TX,On-site,NA
Computer Engineer Level 1,ASRC Federal,NA,NA,NA
Junior Full Stack Developer,CACI International Inc,MO,Remote,57.5
Software Engineer,Zolon Tech Inc.,CA,Remote,NA
Software Engineering Intern - Spring 2025,Signify,NA,NA,54.0
Sr. Software Engineer,Abbott,NA,NA,83.6
Backend Software Engineer - Global E-Commerce Warehousing,TikTok,NA,NA,145
Senior Software Engineer - Fandango,Fandango,FL,Remote,NA
Backend Software Engineer - Data-E-Commerce Supply Chain & Logistics,TikTok,NA,NA,136
"Backend Software Engineer, TikTok Multimedia Arch Creation Platform",TikTok,NA,NA,145
Software Engineer - Unified Datastore,ByteDance,NA,NA,212.8
"Software Engineer, Data Streaming",TikTok,NA,NA,145
"Full Stack Software Engineer, Developer Infrastructure",ByteDance,NA,NA,194
Software Engineer - iOS,Walmart,NA,NA,90
AWS Automation SDET (Java),STAND 8 Technology Services,CT,On-site,38.0
"Software Development Engineer, Network Automation - San Jose",ByteDance,CA,On-site,187
Frontend Software Engineer Intern (Product RD and Infrastructure-Global E-Commerce)- 2025 Start Summer (BS/MS),ByteDance,NA,NA,85.5
AV IT Engineer I.,Dartmouth College,NH,Hybrid,85.6
"Research Scientist Intern, Gen AI Large Language Models (LLM) (PhD)",Meta,NA,NA,NA
Java Developer - Military Hiring Event,Accenture Federal Services,TX,Hybrid,NA
#16066 - Junior SAP Developers,Qualitest,NA,NA,60
Space Domain Software Engineer,Leidos,CA,On-site,65
Building Automation Programmer,Jobot,AZ,On-site,70.0
Robotics and Automation Software Engineer-Early Career Development Program,Nabors Industries,TX,On-site,NA
"Machine Learning Engineer, Multimodality",TikTok,NA,NA,113.5
Senior .NET Developer,Kforce Inc,GA,Remote,NA
Mobile Software Engineer II,Upside,VT,Hybrid,125
"Data Engineer I IS - WA, OR, CA Only",Providence Health & Services,NA,Remote,78.72
"Backend Software Engineer, Global E-commerce Open Platform",TikTok,NA,NA,137.4
"Backend Software Engineer, Content E-Commerce",TikTok,NA,NA,129.2
"Software Engineer, Ads Core- Traffic",TikTok,NA,NA,130.5
"Software Engineer, Enterprise Application - USDS",TikTok,NA,NA,145
"Software Engineer, Unified Datastore",ByteDance,NA,NA,137.8
Data Engineer,AMEND Consulting,OH,On-site,NA
Product Designer,Schneider Electric,KY,Remote,112
Big Data Developer,Vertisystem,CA,Hybrid,NA
Frontend Software Engineer Intern (Product RD and Infrastructure-Global E-Commerce)- 2025 Start Summer (BS/MS),ByteDance,NA,NA,90.0
Product Designer,Schneider Electric,NC,Remote,NA
Software Engineer (Data Security-US) - 2025 Start (BS/MS),ByteDance,NA,NA,10
Software Engineer Graduate (Cross Platform) - 2025 Start (BS/MS),ByteDance,NA,NA,116
Solutions Engineer,Verkada,FL,On-site,100
Machine Learning Engineer - Computer Vision,TikTok,NA,NA,194
Site Reliability Engineer Graduate (TikTok Ads - USDS) - 2024 Start (BS/MS),TikTok,NA,NA,144
Machine Learning Engineer Intern (Foundation Model Applications)- 2024 Off-Cycle (PHD),TikTok,NA,NA,148.0
"Software Engineer, Machine Learning Infrastructure",TikTok,NA,NA,194
Software Engineer Intern (Doubao (Seed) - Machine Learning System) - 2025 Summer (MS),ByteDance,NA,NA,85.5
Machine Learning Engineer - AML Algorithm,ByteDance,NA,NA,228
XR Camera Engineer Graduate (PICO-Lab) - 2025 Start (PHD),ByteDance,NA,NA,126
Summer 2025 Software Engineer - Site Reliability Engineer Internship,T-Mobile,NA,NA,40.0
Software Engineer II (On-Site. Sign On Bonus Available),"BAE Systems, Inc.",NH,On-site,75.6
"Data Engineer I IS - WA, OR, CA Only",Providence Health & Services,WA,Remote,78.72
Cloud Platform Engineer 1,Choice Hotels International,AZ,Hybrid,NA
Backend Software Engineer Intern (TikTok User and Relation) - 2025 Summer (BS/MS),TikTok,NA,NA,90.0
Software Engineer - TikTok Search Business - San Jose,TikTok,NA,NA,145
"Software Engineer(Backend), Multimedia Arch Media Platform, Media Tooling - San Jose",TikTok,NA,NA,145
Software Engineer Intern - (TikTok AI Governance) - 2025 Summer (BS/MS),TikTok,NA,NA,85.5
Software Engineer Intern (Applied Machine Learning-Engine) - 2025 Summer/Fall (BS/MS),ByteDance,NA,NA,120.0
Product Designer,Schneider Electric,TX,Remote,112
Product Designer,Schneider Electric,IL,Remote,112
Backend Software Engineer Intern (Product RD and Infrastructure-Global E-Commerce)- 2025 Summer (BS/MS),ByteDance,NA,NA,85.5
Backend Software Engineer Graduate (Customer Service Platform) -2025 Start (BS/MS),ByteDance,NA,NA,119
Frontend Software Engineer Graduate (Global E-commerce-US) - 2025 Start (BS/MS),ByteDance,NA,NA,113.5
"Research Scientist Intern, GenAI Llama Multimodal Data Research (PhD)",Meta,NA,NA,NA
Software Engineer in Large Model System Graduate (Machine Learning Sys-US) - 2024 Start (BS/MS),ByteDance,NA,NA,112.2
Machine Learning Engineer Intern - (LLM Risk Surface) - 2025 Summer (PhD),TikTok,NA,NA,120.0
Software Engineer Intern (Machine Learning Platform) - 2024 Summer (PhD),ByteDance,NA,NA,114.0
Machine Learning Engineer Intern (Applied Machine Learning-Algorithm) - 2025 Summer/Fall (PhD),ByteDance,NA,NA,150.0
Machine Learning Engineer Intern (Knowledge Graph) - 2024 Start (PhD),ByteDance,NA,NA,144.0
LLM Software Engineer/Researcher Graduate (Applied Machine Learning) - 2024 Start (BS/MS),ByteDance,NA,NA,112.2
"Network Software Development Engineer, Programmable Network - Seattle",ByteDance,NA,NA,184.3
Software Engineer in Machine Learning Systems,ByteDance,NA,NA,136.8
Software Engineer in ML Systems Graduate (AML - Machine Learning Systems) - 2024 Start (BS/MS),ByteDance,NA,NA,106.6
"Research Scientist Graduate (Foundation Model, Video Generation) - 2024 Start (PhD)",ByteDance,NA,NA,235
Software Engineer,Brooksource,MI,Hybrid,58.0
Software Engineer (USA),ABBYY,NA,NA,NA
Software Engineer Intern (search-TikTok.US)- 2025 Summer (BS/MS),TikTok,NA,NA,90.0
Platform Engineer,"Smiley Technologies, Inc.",AR,Hybrid,NA
Cloud Performance Engineer Summer Intern,Pegasystems,MA,On-site,NA
IT Engineer Intern,Innovative Defense Technologies (IDT),VA,On-site,NA
Cloud Security Engineer,Tenable,MD,Hybrid,100
Software Engineer Intern (TikTok Intelligent Creation Effects ) - 2025 Summer (BS/MS),TikTok,NA,NA,90.0
"Software Engineer, Global E-commerce Customer Business",TikTok,NA,NA,137.8
Backend Software Engineer - Data-E-Commerce Intelligent Customer Service,TikTok,NA,NA,136
Student: Atlassian Development Assistant,Space Dynamics Laboratory,NA,NA,NA
Solutions Engineer,Verkada,TX,On-site,100
"Software Development Engineer, Network Automation - Seattle",ByteDance,NA,NA,177.7
Software Engineer Graduate (Applied Machine Learning - Engine) - 2025 Start (BS/MS),ByteDance,NA,NA,144
Software Engineer Graduate (AML-Engine) - 2024 Start (BS/MS),ByteDance,NA,NA,106.6
I&C Data Scientist,"BWX Technologies, Inc.",NA,NA,63
iOS Engineer,The Washington Post,DC,On-site,98.8
"Network Software Development Engineer, SDN",ByteDance,NA,NA,212.8
Software Engineer Large Model System Graduate (Machine Learning Sys-US) - 2024 Start (BS/MS),ByteDance,NA,NA,106.4
Software Engineer in ML Systems Graduate (AML - Machine Learning Systems) - 2024 Start (BS/MS),ByteDance,NA,NA,112.2
"Research Engineer, Computer Vision",TikTok,NA,NA,194
Software Engineer in Machine Learning Systems Graduate (AML - Machine Learning Systems) - 2024 Start (BS/MS),ByteDance,NA,NA,106.6
Research Scientist in Machine Learning for Science (AML - AI-for-Science) - 2024 Start (PhD),ByteDance,NA,NA,106.6
Machine Learning Engineer (NLP/Multimodal) - E-commerce- Seattle,TikTok,NA,NA,129.2
SDE II,Aditi Consulting,NA,NA,100.0
Intern/Co-Op - Firmware Engineer - Spring 2025,Advanced Energy,NA,NA,44.0
Security Engineer,Stability AI,NA,NA,101
ServiceNow Platform Developer,HTC Global Services,UT,On-site,NA
Front-End Email Developer [76733],Onward Search,NY,On-site,70
Software Engineer Intern (CIS Privacy and Security) - 2025 Summer (BS/MS),TikTok,NA,NA,90.0
"Software Engineer, Data Streaming",TikTok,NA,NA,137.8
"Software Engineer, Infrastructure - TikTok Search Engine",TikTok,NA,NA,145
Machine Learning Engineer Intern (search-TikTok.US)- 2025 Summer (BS/MS),TikTok,NA,NA,90.0
AI Engineer,Kforce Inc,WA,Hybrid,NA
AMERICAN SYSTEMS is attending UCCS' Career Fair - See you there!,AMERICAN SYSTEMS,CO,On-site,NA
Software Engineer Graduate (Multi Cloud CDN) - 2025 Start (BS/MS),ByteDance,NA,NA,119
Software Engineer Graduate (Multi Cloud CDN - San Jose/Seattle/Boston) - 2025 Start (BS/MS),ByteDance,NA,NA,119
Mobile Software Engineer Graduate (Global E-commerce-US) - 2025 Start (BS/MS),ByteDance,NA,NA,113.5
Frontend Software Engineer Graduate (Customer Service Platform) - 2025 Start (BS/MS),ByteDance,NA,NA,119
Software Engineer Intern (Data-Technical Infrastructures-IaaS-US) - 2025 Summer (PhD),ByteDance,NA,NA,120.0
Software Engineer Graduate (3D Graphics-PICO) - 2025 Start (BS/MS),ByteDance,NA,NA,116
Machine Learning Engineer Graduate (TikTok Recommendation) - 2024 Start (BS/MS),TikTok,NA,NA,116
"Machine Learning Engineer, Web Ads and Open-loop E-Commerce",TikTok,NA,NA,106.6
"Software Developer, Routing & Emulation Graduate - 2024 Start (PhD)",ByteDance,NA,NA,145
LLM Software Engineer/Researcher (Applied Machine Learning)- 2024 Start (PhD),ByteDance,NA,NA,106.6
Machine Learning Engineer-Model Serving Infrastructure (AML-Engine),ByteDance,NA,NA,145
Machine Learning Engineer (CV/NLP/Multimodal/LLM) -E-commerce Governance,TikTok,NA,NA,137.8
"Research Scientist Graduate (Foundation Model, Vision and Language) - 2024 Start (PhD)",ByteDance,NA,NA,137.8
Research Scientist Graduate (Foundation Model Video Generation) - 2024 Start (PhD),ByteDance,NA,NA,145
QA Engineer,Horizontal Talent,OH,Remote,NA
2025 Summer Software Engineering Intern,athenahealth,MA,Hybrid,NA
Software Engineer Intern (TikTok Growth) - 2025 Summer (BS/MS),TikTok,NA,NA,90.0
ETL Developer,All Lines Technology,PA,On-site,NA
Software Engineer Intern (Monetization Technology-Web Ads and Open-Loop E-Commerce) - 2024 Start (BS/MS),TikTok,NA,NA,90.0
"Data Engineer, Global Payments - USDS",TikTok,NA,NA,119
"Senior Engineer, Excel Engineering",Balyasny Asset Management L.P.,NY,Hybrid,NA
Embedded Firmware Design Engineer,Alliance Laundry Systems LLC,WI,On-site,NA
Site Reliability Engineer - Data Infrastructure (Seattle),ByteDance,NA,NA,129.2
Machine Learning Engineer Intern (Applied Machine Learning-Algorithm) - 2025 Summer/Fall (MS),ByteDance,NA,NA,120.0
Software Development Engineer Graduate (Network Monitoring & Alerts) - 2025 Start (PhD),ByteDance,NA,NA,116
"Frontend Software Engineer, Global E-commerce Seller Platform",ByteDance,NA,NA,137.8
"Frontend Software Engineer, Global E-Commerce Data Intelligence",TikTok,NA,NA,129.2
Site Reliability Engineer Graduate (Technical Infrastructure) - 2025 Start (BS/MS),ByteDance,NA,NA,112.2
Software Development Engineer Graduate (Intent-Based Networking) - 2025 Start (PhD),ByteDance,NA,NA,119
Site Reliability Engineer Graduate (Product RD and Infrastructure-Global E-Commerce) - 2024 Start (BS/MS),ByteDance,NA,NA,112.1
Research Scientist Intern (PICO-Computational Imaging and Human Perception) - 2025 Summer/Fall (MS),TikTok,NA,NA,120.0
Software Engineer Intern (Applied Machine Learning-Enterprise) - 2025 Summer/Fall (PhD),ByteDance,NA,NA,150.0
Network Software Engineer Intern (Network Engineering) - 2025 Summer (PhD),ByteDance,NA,NA,114.0
Researcher Graduate (Applied Machine Learning - Enterprise) -2025 Start (BS/MS),ByteDance,NA,NA,144
Software Engineer Intern (Doubao (Seed) - Machine Learning System) - 2025 Summer (PhD),ByteDance,NA,NA,114.0
Software Engineer in Machine Learning Systems Graduate (AML - Machine Learning Systems) - 2024 Start (BS/MS),ByteDance,NA,NA,112.2
Research Scientist in Large Language Model Agent Graduates (AML) - 2024 Start (PhD),ByteDance,NA,NA,137.8
.Net Developer,ECS,NA,NA,NA
Software Engineer II - Neuro Sci,Medtronic,MN,On-site,NA
Software/Web Developer,Semper Valens Solutions,AZ,On-site,NA
Systems Engineering Intern,Brooks Automation,MA,On-site,NA
Azure Cloud Engineer / Remote,Jobot,FL,Remote,100
Software Engineer - Business Account Traffic Strategy,TikTok,NA,NA,194
"Software Engineer - TikTok Mobile Reliability, Android",TikTok,NA,NA,136.8
"Software Development Engineer in Test Graduate (TikTok Global E-Commerce, USDS) - 2024 Start (BS, MS)",TikTok,NA,NA,123
"Network Software Development Engineer, Network Platform",ByteDance,NA,NA,194
Software Development Engineer - Machine Learning System,ByteDance,NA,NA,116
Software Engineer Intern (Network Engineering) - 2025 Summer (PhD),ByteDance,NA,NA,120.0
Software Engineer Intern (SDN) - 2025 Summer (PhD),ByteDance,NA,NA,120.0
Software Engineer Intern (Applied Machine Learning-Engine) - 2025 Summer/Fall (PhD),ByteDance,NA,NA,150.0
Network Software Engineer Intern (Network Engineering) - 2025 Summer (PhD),ByteDance,NA,NA,120.0
Student Researcher (Foundation Models- LLM Post-Training) - 2025 Start (PhD),TikTok,NA,NA,120.0
Software Engineer Intern (Cloud Native Infrastructure)- 2025 Summer (MS),ByteDance,NA,NA,90.0
Software Engineer in Machine Learning Systems,ByteDance,NA,NA,130
Machine Learning Engineer Intern (E-Commerce Knowledge Graph - CV/Multimodal/NLP) - 2025 Summer/Fall (PhD),TikTok,NA,NA,144.0
"Software Development Engineer Graduate, AI/LLM Network (High Speed Network)- 2025 Start (PhD)",ByteDance,NA,NA,137.8
Machine Learning Engineer-Model Serving Infrastructure (AML-Engine),ByteDance,NA,NA,137.8
Machine Learning Engineer-Model Training Infrastructure (AML-Engine),ByteDance,NA,NA,137.8
Machine Learning Engineer - AML Algorithm,ByteDance,NA,NA,184.3
Research Scientist Graduates (Vision Foundation Model)- 2024 Start (PhD),ByteDance,NA,NA,145
IT Automation & Integration Engineer,Cortica,CA,Remote,NA
Systems Engineer I,Sierra Space,NA,NA,NA
Software Development Engineer Intern in Test (Global E-commerce-Quality Assurance) - 2025 Start (BS/MS),ByteDance,NA,NA,70.0
Data Scientist/Machine Learning Engineer,Glocomms,TX,On-site,NA
Software Engineer Graduate (TikTok Short Video) - 2025 Start (Bachelors/Master),TikTok,NA,NA,116
Software Engineer Graduate (TikTok Short Video) - 2025 Start (Bachelors/Master),TikTok,NA,NA,119
Backend Software Engineer - Trust and Safety - Seattle,TikTok,NA,NA,137.8
"Frontend Engineer, Ads Interface and Platform- Business Center",TikTok,NA,NA,145
Backend Software Engineer Intern (Product RD and Infrastructure-Global E-Commerce)- 2025 Summer (BS/MS),ByteDance,NA,NA,90.0
Senior Software Engineer - Database Engine Internals,Databricks,CA,On-site,NA
"Network Software Development Engineer, SDN",ByteDance,NA,NA,194
Site Reliability Engineer Graduate (Technical Infrastructure) - 2025 Start (BS/MS),ByteDance,NA,NA,106.6
Machine Learning Engineer Graduate (Monetization Technology - Ads Core) - 2024 Start (BS/MS/PhD),TikTok,NA,NA,165
QA Automation Engineer - Privacy Product (San Jose),TikTok,NA,NA,122.4
"Software Development Engineer - Large Language Models, AML",ByteDance,NA,NA,145
"Network Software Development Engineer, Programmable Network - San Jose",ByteDance,NA,NA,194
"Machine Learning Engineer, Ads Targeting",TikTok,NA,NA,145
Machine Learning Engineer-Model Training Infrastructure (AML-Engine),ByteDance,NA,NA,145
Research Scientist Intern (PICO-Computational Imaging and Human Perception) - 2025 Summer/Fall (PhD),TikTok,NA,NA,150.0
Machine Learning Engineer Graduate (Trust & Safety) - 2024 Start (PhD),TikTok,NA,NA,136.8
Research Engineer Intern (Doubao (Seed) - Machine Learning System) - 2025 Summer (MS),ByteDance,NA,NA,85.5
"Student Researcher (Doubao (Seed) - Foundation Model, Speech & Audio) - 2024 Start (PhD)",ByteDance,NA,NA,114.0
"Research Scientist Graduate (Foundation Model, Generative AI) - 2024 Start (PhD)",ByteDance,NA,NA,137.8
"Student Researcher - Doubao (Seed) - Foundation Model, Vision and Language - 2024 Start (PhD)",ByteDance,NA,NA,120.0
Student Researcher (Doubao (Seed) - Foundation Model - Vision and Language) - 2024 Start (PhD),ByteDance,NA,NA,114.0
Software Developer in Test,Bio-Rad Laboratories,CA,On-site,102.7
Software Engineer Intern (TikTok Ecosystem Platform) - 2025 Summer (BS/MS),TikTok,NA,NA,85.5
Software Engineer Intern (TikTok Privacy & Security ) - 2025 Summer (BS/MS),TikTok,NA,NA,90.0
